CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009,NPOPCHG_2000,NPOPCHG_2001,NPOPCHG_2002,NPOPCHG_2003,NPOPCHG_2004,NPOPCHG_2005,NPOPCHG_2006,NPOPCHG_2007,NPOPCHG_2008,NPOPCHG_2009,NATURALINC2000,NATURALINC2001,NATURALINC2002,NATURALINC2003,NATURALINC2004,NATURALINC2005,NATURALINC2006,NATURALINC2007,NATURALINC2008,NATURALINC2009,BIRTHS2000,BIRTHS2001,BIRTHS2002,BIRTHS2003,BIRTHS2004,BIRTHS2005,BIRTHS2006,BIRTHS2007,BIRTHS2008,BIRTHS2009,DEATHS2000,DEATHS2001,DEATHS2002,DEATHS2003,DEATHS2004,DEATHS2005,DEATHS2006,DEATHS2007,DEATHS2008,DEATHS2009,NETMIG2000,NETMIG2001,NETMIG2002,NETMIG2003,NETMIG2004,NETMIG2005,NETMIG2006,NETMIG2007,NETMIG2008,NETMIG2009,INTERNATIONALMIG2000,INTERNATIONALMIG2001,INTERNATIONALMIG2002,INTERNATIONALMIG2003,INTERNATIONALMIG2004,INTERNATIONALMIG2005,INTERNATIONALMIG2006,INTERNATIONALMIG2007,INTERNATIONALMIG2008,INTERNATIONALMIG2009,DOMESTICMIG2000,DOMESTICMIG2001,DOMESTICMIG2002,DOMESTICMIG2003,DOMESTICMIG2004,DOMESTICMIG2005,DOMESTICMIG2006,DOMESTICMIG2007,DOMESTICMIG2008,DOMESTICMIG2009,RESIDUAL2000,RESIDUAL2001,RESIDUAL2002,RESIDUAL2003,RESIDUAL2004,RESIDUAL2005,RESIDUAL2006,RESIDUAL2007,RESIDUAL2008,RESIDUAL2009
23380,,39143,"Sandusky County, OH",County or equivalent,61792,61796,61810,61684,61695,61409,61436,61232,60994,60735,60265,60071,14,-126,11,-286,27,-204,-238,-259,-470,-194,69,302,227,200,138,180,144,153,196,172,204,868,842,835,794,802,785,810,793,777,135,566,615,635,656,622,641,657,597,605,-55,-369,-158,-423,-66,-322,-336,-410,-675,-364,3,21,18,14,15,14,18,14,15,15,-58,-390,-176,-437,-81,-336,-354,-424,-690,-379,0,-59,-58,-63,-45,-62,-46,-2,9,-2
23500,,,"Gaffney, SC",Micropolitan Statistical Area,52537,52537,52665,52990,53333,53266,53427,53522,53860,54151,54629,54714,128,325,343,-67,161,95,338,291,478,85,58,265,154,127,103,30,86,182,115,78,182,801,742,697,701,648,668,709,714,671,124,536,588,570,598,618,582,527,599,593,67,113,238,-113,99,118,290,121,366,22,6,42,41,39,32,38,36,32,30,32,61,71,197,-152,67,80,254,89,336,-10,3,-53,-49,-81,-41,-53,-38,-12,-3,-15
23500,,45021,"Cherokee County, SC",County or equivalent,52537,52537,52665,52990,53333,53266,53427,53522,53860,54151,54629,54714,128,325,343,-67,161,95,338,291,478,85,58,265,154,127,103,30,86,182,115,78,182,801,742,697,701,648,668,709,714,671,124,536,588,570,598,618,582,527,599,593,67,113,238,-113,99,118,290,121,366,22,6,42,41,39,32,38,36,32,30,32,61,71,197,-152,67,80,254,89,336,-10,3,-53,-49,-81,-41,-53,-38,-12,-3,-15
23620,,,"Gainesville, TX",Micropolitan Statistical Area,36363,36365,36462,36898,37457,37685,37918,38251,38366,38422,38430,38650,97,436,559,228,233,333,115,56,8,220,25,137,120,153,122,202,216,208,167,164,115,532,503,522,524,566,575,608,576,553,90,395,383,369,402,364,359,400,409,389,71,335,475,134,142,166,-71,-148,-159,50,35,128,123,112,106,107,110,101,100,100,36,207,352,22,36,59,-181,-249,-259,-50,1,-36,-36,-59,-31,-35,-30,-4,0,6
23620,,48097,"Cooke County, TX",County or equivalent,36363,36365,36462,36898,37457,37685,37918,38251,38366,38422,38430,38650,97,436,559,228,233,333,115,56,8,220,25,137,120,153,122,202,216,208,167,164,115,532,503,522,524,566,575,608,576,553,90,395,383,369,402,364,359,400,409,389,71,335,475,134,142,166,-71,-148,-159,50,35,128,123,112,106,107,110,101,100,100,36,207,352,22,36,59,-181,-249,-259,-50,1,-36,-36,-59,-31,-35,-30,-4,0,6
23660,,,"Galesburg, IL",Micropolitan Statistical Area,74571,74577,74437,73612,72977,72053,71048,70433,69939,69523,69189,69057,-140,-825,-635,-924,-1005,-615,-494,-416,-334,-132,-2,-88,-81,-83,-118,-106,-123,-129,-108,-53,201,857,791,849,798,798,729,765,776,799,203,945,872,932,916,904,852,894,884,852,-137,-680,-494,-787,-809,-438,-317,-278,-220,-55,2,22,19,14,19,18,17,14,17,15,-139,-702,-513,-801,-828,-456,-334,-292,-237,-70,-1,-57,-60,-54,-78,-71,-54,-9,-6,-24
23660,,17095,"Knox County, IL",County or equivalent,55836,55838,55754,55166,54650,53939,53290,52729,52300,51932,51778,51648,-84,-588,-516,-711,-649,-561,-429,-368,-154,-130,-3,-75,-87,-82,-108,-107,-140,-92,-104,-74,153,653,590,644,608,590,509,573,560,584,156,728,677,726,716,697,649,665,664,658,-81,-469,-385,-588,-486,-398,-248,-270,-40,-37,2,18,15,10,15,13,13,10,12,11,-83,-487,-400,-598,-501,-411,-261,-280,-52,-48,0,-44,-44,-41,-55,-56,-41,-6,-10,-19
23660,,17187,"Warren County, IL",County or equivalent,18735,18739,18683,18446,18327,18114,17758,17704,17639,17591,17411,17409,-56,-237,-119,-213,-356,-54,-65,-48,-180,-2,1,-13,6,-1,-10,1,17,-37,-4,21,48,204,201,205,190,208,220,192,216,215,47,217,195,206,200,207,203,229,220,194,-56,-211,-109,-199,-323,-40,-69,-8,-180,-18,0,4,4,4,4,5,4,4,5,4,-56,-215,-113,-203,-327,-45,-73,-12,-185,-22,-1,-13,-16,-13,-23,-15,-13,-3,4,-5
23700,,,"Gallup, NM",Micropolitan Statistical Area,74798,74798,74586,74436,72921,71543,71490,70624,70482,69899,70423,70513,-212,-150,-1515,-1378,-53,-866,-142,-583,524,90,207,858,921,898,914,867,896,940,912,921,313,1357,1365,1351,1381,1335,1401,1395,1394,1415,106,499,444,453,467,468,505,455,482,494,-413,-948,-2433,-2334,-889,-1676,-991,-1554,-394,-875,14,71,70,62,60,59,59,56,57,57,-427,-1019,-2503,-2396,-949,-1735,-1050,-1610,-451,-932,-6,-60,-3,58,-78,-57,-47,31,6,44
23700,,35031,"McKinley County, NM",County or equivalent,74798,74798,74586,74436,72921,71543,71490,70624,70482,69899,70423,70513,-212,-150,-1515,-1378,-53,-866,-142,-583,524,90,207,858,921,898,914,867,896,940,912,921,313,1357,1365,1351,1381,1335,1401,1395,1394,1415,106,499,444,453,467,468,505,455,482,494,-413,-948,-2433,-2334,-889,-1676,-991,-1554,-394,-875,14,71,70,62,60,59,59,56,57,57,-427,-1019,-2503,-2396,-949,-1735,-1050,-1610,-451,-932,-6,-60,-3,58,-78,-57,-47,31,6,44
23780,,,"Garden City, KS",Micropolitan Statistical Area,40523,40523,40602,40674,40155,40043,40547,40518,40713,40782,40925,42074,79,72,-519,-112,504,-29,195,69,143,1149,160,664,584,590,600,614,569,569,577,623,206,901,795,780,787,821,743,768,762,811,46,237,211,190,187,207,174,199,185,188,-78,-1094,-1519,-1146,-469,-1016,-750,-887,-447,507,124,445,400,338,317,320,317,287,276,276,-202,-1539,-1919,-1484,-786,-1336,-1067,-1174,-723,231,-3,502,416,444,373,373,376,387,13,19
23780,,20055,"Finney County, KS",County or equivalent,40523,40523,40602,40674,40155,40043,40547,40518,40713,40782,40925,42074,79,72,-519,-112,504,-29,195,69,143,1149,160,664,584,590,600,614,569,569,577,623,206,901,795,780,787,821,743,768,762,811,46,237,211,190,187,207,174,199,185,188,-78,-1094,-1519,-1146,-469,-1016,-750,-887,-447,507,124,445,400,338,317,320,317,287,276,276,-202,-1539,-1919,-1484,-786,-1336,-1067,-1174,-723,231,-3,502,416,444,373,373,376,387,13,19
23820,,,"Gardnerville Ranchos, NV",Micropolitan Statistical Area,41259,41262,41429,42145,43070,43942,45591,45731,45661,45775,45741,45464,167,716,925,872,1649,140,-70,114,-34,-277,32,4,76,125,56,-42,-8,30,32,17,90,295,385,429,407,341,369,393,427,438,58,291,309,304,351,383,377,363,395,421,136,744,875,763,1658,213,-29,93,-65,-302,10,58,56,51,52,53,53,45,44,47,126,686,819,712,1606,160,-82,48,-109,-349,-1,-32,-26,-16,-65,-31,-33,-9,-1,8
23820,,32005,"Douglas County, NV",County or equivalent,41259,41262,41429,42145,43070,43942,45591,45731,45661,45775,45741,45464,167,716,925,872,1649,140,-70,114,-34,-277,32,4,76,125,56,-42,-8,30,32,17,90,295,385,429,407,341,369,393,427,438,58,291,309,304,351,383,377,363,395,421,136,744,875,763,1658,213,-29,93,-65,-302,10,58,56,51,52,53,53,45,44,47,126,686,819,712,1606,160,-82,48,-109,-349,-1,-32,-26,-16,-65,-31,-33,-9,-1,8
23860,,,"Georgetown, SC",Micropolitan Statistical Area,55797,55762,56041,56788,57686,58378,59176,59525,59841,60354,60753,60703,279,747,898,692,798,349,316,513,399,-50,95,185,203,128,183,84,133,129,127,133,218,750,751,698,732,725,697,742,737,756,123,565,548,570,549,641,564,613,610,623,184,623,745,622,675,313,202,377,266,-201,11,68,66,62,74,71,75,70,70,68,173,555,679,560,601,242,127,307,196,-269,0,-61,-50,-58,-60,-48,-19,7,6,18
23860,,45043,"Georgetown County, SC",County or equivalent,55797,55762,56041,56788,57686,58378,59176,59525,59841,60354,60753,60703,279,747,898,692,798,349,316,513,399,-50,95,185,203,128,183,84,133,129,127,133,218,750,751,698,732,725,697,742,737,756,123,565,548,570,549,641,564,613,610,623,184,623,745,622,675,313,202,377,266,-201,11,68,66,62,74,71,75,70,70,68,173,555,679,560,601,242,127,307,196,-269,0,-61,-50,-58,-60,-48,-19,7,6,18
23900,,,"Gettysburg, PA",Micropolitan Statistical Area,91292,91292,91594,92821,94242,95841,97718,99081,100465,101241,101943,102323,302,1227,1421,1599,1877,1363,1384,776,702,380,59,291,155,120,181,181,214,239,210,172,255,1080,1071,1021,1055,1109,1083,1163,1147,1140,196,789,916,901,874,928,869,924,937,968,248,1028,1340,1530,1818,1278,1228,552,501,186,44,193,188,169,187,196,196,179,173,176,204,835,1152,1361,1631,1082,1032,373,328,10,-5,-92,-74,-51,-122,-96,-58,-15,-9,22
23900,,42001,"Adams County, PA",County or equivalent,91292,91292,91594,92821,94242,95841,97718,99081,100465,101241,101943,102323,302,1227,1421,1599,1877,1363,1384,776,702,380,59,291,155,120,181,181,214,239,210,172,255,1080,1071,1021,1055,1109,1083,1163,1147,1140,196,789,916,901,874,928,869,924,937,968,248,1028,1340,1530,1818,1278,1228,552,501,186,44,193,188,169,187,196,196,179,173,176,204,835,1152,1361,1631,1082,1032,373,328,10,-5,-92,-74,-51,-122,-96,-58,-15,-9,22
23940,,,"Gillette, WY",Micropolitan Statistical Area,33698,33698,33937,34526,35869,36086,36260,37061,38487,40462,41474,43967,239,589,1343,217,174,801,1426,1975,1012,2493,71,371,313,376,391,466,458,535,502,516,109,516,501,546,563,624,658,719,726,736,38,145,188,170,172,158,200,184,224,220,168,250,1036,-111,-185,372,997,1421,508,1970,3,28,29,28,25,24,23,24,23,25,165,222,1007,-139,-210,348,974,1397,485,1945,0,-32,-6,-48,-32,-37,-29,19,2,7
23940,,56005,"Campbell County, WY",County or equivalent,33698,33698,33937,34526,35869,36086,36260,37061,38487,40462,41474,43967,239,589,1343,217,174,801,1426,1975,1012,2493,71,371,313,376,391,466,458,535,502,516,109,516,501,546,563,624,658,719,726,736,38,145,188,170,172,158,200,184,224,220,168,250,1036,-111,-185,372,997,1421,508,1970,3,28,29,28,25,24,23,24,23,25,165,222,1007,-139,-210,348,974,1397,485,1945,0,-32,-6,-48,-32,-37,-29,19,2,7
23980,,,"Glasgow, KY",Micropolitan Statistical Area,48070,48070,48138,48550,48567,48944,49369,50099,50614,51231,51588,51810,68,412,17,377,425,730,515,617,357,222,14,67,13,32,83,161,161,94,147,113,141,635,562,623,637,712,678,667,703,700,127,568,549,591,554,551,517,573,556,587,54,387,47,400,389,609,390,522,216,115,4,34,35,31,27,33,31,29,25,27,50,353,12,369,362,576,359,493,191,88,0,-42,-43,-55,-47,-40,-36,1,-6,-6
23980,,21009,"Barren County, KY",County or equivalent,38033,38033,38118,38463,38599,38981,39371,40022,40510,41068,41419,41747,85,345,136,382,390,651,488,558,351,328,5,56,30,55,96,128,146,109,112,117,112,503,436,493,518,562,554,559,555,570,107,447,406,438,422,434,408,450,443,453,79,322,142,368,331,555,371,447,244,219,4,33,34,30,27,32,31,28,25,26,75,289,108,338,304,523,340,419,219,193,1,-33,-36,-41,-37,-32,-29,2,-5,-8
23980,,21169,"Metcalfe County, KY",County or equivalent,10037,10037,10020,10087,9968,9963,9998,10077,10104,10163,10169,10063,-17,67,-119,-5,35,79,27,59,6,-106,9,11,-17,-23,-13,33,15,-15,35,-4,29,132,126,130,119,150,124,108,148,130,20,121,143,153,132,117,109,123,113,134,-25,65,-95,32,58,54,19,75,-28,-104,0,1,1,1,0,1,0,1,0,1,-25,64,-96,31,58,53,19,74,-28,-105,-1,-9,-7,-14,-10,-8,-7,-1,-1,2
24100,,,"Gloversville, NY",Micropolitan Statistical Area,55073,55077,55006,54866,54874,54881,54976,54969,54937,55075,55122,55053,-71,-140,8,7,95,-7,-32,138,47,-69,-7,1,41,-18,-6,-68,-15,57,22,14,136,631,631,572,563,554,549,594,601,594,143,630,590,590,569,622,564,537,579,580,-66,-88,23,104,145,122,27,95,29,-89,5,38,34,28,34,31,37,30,32,30,-71,-126,-11,76,111,91,-10,65,-3,-119,2,-53,-56,-79,-44,-61,-44,-14,-4,6
24100,,36035,"Fulton County, NY",County or equivalent,55073,55077,55006,54866,54874,54881,54976,54969,54937,55075,55122,55053,-71,-140,8,7,95,-7,-32,138,47,-69,-7,1,41,-18,-6,-68,-15,57,22,14,136,631,631,572,563,554,549,594,601,594,143,630,590,590,569,622,564,537,579,580,-66,-88,23,104,145,122,27,95,29,-89,5,38,34,28,34,31,37,30,32,30,-71,-126,-11,76,111,91,-10,65,-3,-119,2,-53,-56,-79,-44,-61,-44,-14,-4,6
24180,,,"Granbury, TX",Micropolitan Statistical Area,47909,47909,48298,49558,50727,51992,53077,54277,55976,57078,58630,59493,389,1260,1169,1265,1085,1200,1699,1102,1552,863,5,-31,-14,50,69,8,85,62,68,92,128,536,559,601,602,633,682,688,697,741,123,567,573,551,533,625,597,626,629,649,397,1315,1207,1220,1083,1244,1637,1038,1460,772,16,87,83,72,69,71,72,63,62,62,381,1228,1124,1148,1014,1173,1565,975,1398,710,-13,-24,-24,-5,-67,-52,-23,2,24,-1
24180,,48221,"Hood County, TX",County or equivalent,41100,41100,41468,42658,43635,44760,45768,46862,48378,49376,50724,51462,368,1190,977,1125,1008,1094,1516,998,1348,738,-4,-42,-19,32,46,-15,72,43,30,72,106,447,466,499,515,546,589,592,593,633,110,489,485,467,469,561,517,549,563,561,384,1246,1015,1092,1023,1156,1462,953,1295,670,16,73,71,61,59,60,62,53,53,52,368,1173,944,1031,964,1096,1400,900,1242,618,-12,-14,-19,1,-61,-47,-18,2,23,-4
24180,,48425,"Somervell County, TX",County or equivalent,6809,6809,6830,6900,7092,7232,7309,7415,7598,7702,7906,8031,21,70,192,140,77,106,183,104,204,125,9,11,5,18,23,23,13,19,38,20,22,89,93,102,87,87,93,96,104,108,13,78,88,84,64,64,80,77,66,88,13,69,192,128,60,88,175,85,165,102,0,14,12,11,10,11,10,10,9,10,13,55,180,117,50,77,165,75,156,92,-1,-10,-5,-6,-6,-5,-5,0,1,3
24260,,,"Grand Island, NE",Micropolitan Statistical Area,68305,68305,68211,67929,68092,68397,68660,68571,69007,69429,70400,71596,-94,-282,163,305,263,-89,436,422,971,1196,51,412,407,502,423,481,436,478,480,544,222,1041,1055,1146,1082,1115,1106,1172,1140,1179,171,629,648,644,659,634,670,694,660,635,-141,-645,-189,-121,-98,-504,43,-49,496,658,80,272,251,215,199,208,206,188,181,185,-221,-917,-440,-336,-297,-712,-163,-237,315,473,-4,-49,-55,-76,-62,-66,-43,-7,-5,-6
24260,,31079,"Hall County, NE",County or equivalent,53534,53534,53505,53410,53588,53846,54171,54238,54845,55385,56390,57487,-29,-95,178,258,325,67,607,540,1005,1097,55,405,408,469,407,451,447,480,488,524,186,893,918,948,920,934,965,1016,994,1008,131,488,510,479,513,483,518,536,506,484,-82,-461,-189,-154,-33,-331,196,69,522,577,80,268,248,213,199,206,206,186,181,183,-162,-729,-437,-367,-232,-537,-10,-117,341,394,-2,-39,-41,-57,-49,-53,-36,-9,-5,-4
24260,,31093,"Howard County, NE",County or equivalent,6567,6567,6542,6482,6476,6570,6543,6522,6463,6461,6407,6443,-25,-60,-6,94,-27,-21,-59,-2,-54,36,-7,-1,0,28,11,34,-11,2,-13,11,15,65,54,93,76,94,70,72,61,77,22,66,54,65,65,60,81,70,74,66,-17,-54,1,74,-33,-50,-43,-4,-42,26,0,1,1,1,0,1,0,1,0,1,-17,-55,0,73,-33,-51,-43,-5,-42,25,-1,-5,-7,-8,-5,-5,-5,0,1,-1
24260,,31121,"Merrick County, NE",County or equivalent,8204,8204,8164,8037,8028,7981,7946,7811,7699,7583,7603,7666,-40,-127,-9,-47,-35,-135,-112,-116,20,63,3,8,-1,5,5,-4,0,-4,5,9,21,83,83,105,86,87,71,84,85,94,18,75,84,100,81,91,71,88,80,85,-42,-130,-1,-41,-32,-123,-110,-114,16,55,0,3,2,1,0,1,0,1,0,1,-42,-133,-3,-42,-32,-124,-110,-115,16,54,-1,-5,-7,-11,-8,-8,-2,2,-1,-1
24380,,,"Grants, NM",Micropolitan Statistical Area,25595,25595,25644,26632,26695,26984,27179,27178,26978,27209,27200,27036,49,988,63,289,195,-1,-200,231,-9,-164,51,251,158,203,222,213,192,259,236,209,110,445,378,385,444,420,417,474,439,439,59,194,220,182,222,207,225,215,203,230,-2,750,-69,122,-6,-189,-377,-24,-251,-393,2,17,19,17,20,18,19,18,20,18,-4,733,-88,105,-26,-207,-396,-42,-271,-411,0,-13,-26,-36,-21,-25,-15,-4,6,20
24380,,35006,"Cibola County, NM",County or equivalent,25595,25595,25644,26632,26695,26984,27179,27178,26978,27209,27200,27036,49,988,63,289,195,-1,-200,231,-9,-164,51,251,158,203,222,213,192,259,236,209,110,445,378,385,444,420,417,474,439,439,59,194,220,182,222,207,225,215,203,230,-2,750,-69,122,-6,-189,-377,-24,-251,-393,2,17,19,17,20,18,19,18,20,18,-4,733,-88,105,-26,-207,-396,-42,-271,-411,0,-13,-26,-36,-21,-25,-15,-4,6,20
24420,,,"Grants Pass, OR",Micropolitan Statistical Area,75726,75724,75839,76304,77413,78285,79080,79834,80632,80693,81174,81026,115,465,1109,872,795,754,798,61,481,-148,-52,-184,-298,-306,-254,-202,-258,-234,-185,-190,174,777,733,750,822,812,797,903,880,899,226,961,1031,1056,1076,1014,1055,1137,1065,1089,168,717,1460,1214,1141,1033,1115,305,668,40,3,26,20,13,18,14,15,13,12,13,165,691,1440,1201,1123,1019,1100,292,656,27,-1,-68,-53,-36,-92,-77,-59,-10,-2,2
24420,,41033,"Josephine County, OR",County or equivalent,75726,75724,75839,76304,77413,78285,79080,79834,80632,80693,81174,81026,115,465,1109,872,795,754,798,61,481,-148,-52,-184,-298,-306,-254,-202,-258,-234,-185,-190,174,777,733,750,822,812,797,903,880,899,226,961,1031,1056,1076,1014,1055,1137,1065,1089,168,717,1460,1214,1141,1033,1115,305,668,40,3,26,20,13,18,14,15,13,12,13,165,691,1440,1201,1123,1019,1100,292,656,27,-1,-68,-53,-36,-92,-77,-59,-10,-2,2
24460,,,"Great Bend, KS",Micropolitan Statistical Area,28205,28205,28129,27904,27861,27777,27738,27880,27727,27694,27505,27464,-76,-225,-43,-84,-39,142,-153,-33,-189,-41,22,-25,56,77,6,67,77,77,108,97,92,312,362,370,330,356,365,397,395,376,70,337,306,293,324,289,288,320,287,279,-96,-337,-203,-269,-291,19,-228,-105,-381,-173,21,80,78,64,63,65,66,60,60,59,-117,-417,-281,-333,-354,-46,-294,-165,-441,-232,-2,137,104,108,246,56,-2,-5,84,35
24460,,20009,"Barton County, KS",County or equivalent,28205,28205,28129,27904,27861,27777,27738,27880,27727,27694,27505,27464,-76,-225,-43,-84,-39,142,-153,-33,-189,-41,22,-25,56,77,6,67,77,77,108,97,92,312,362,370,330,356,365,397,395,376,70,337,306,293,324,289,288,320,287,279,-96,-337,-203,-269,-291,19,-228,-105,-381,-173,21,80,78,64,63,65,66,60,60,59,-117,-417,-281,-333,-354,-46,-294,-165,-441,-232,-2,137,104,108,246,56,-2,-5,84,35
24620,,,"Greeneville, TN",Micropolitan Statistical Area,62909,62909,63035,63272,63426,63665,64159,64874,65391,65855,66090,66282,126,237,154,239,494,715,517,464,235,192,47,47,-71,-67,24,26,-45,-48,-77,-92,201,748,704,705,731,751,722,747,719,722,154,701,775,772,707,725,767,795,796,814,80,250,284,377,534,759,612,518,314,296,10,63,63,57,66,68,71,62,62,61,70,187,221,320,468,691,541,456,252,235,-1,-60,-59,-71,-64,-70,-50,-6,-2,-12
24620,,47059,"Greene County, TN",County or equivalent,62909,62909,63035,63272,63426,63665,64159,64874,65391,65855,66090,66282,126,237,154,239,494,715,517,464,235,192,47,47,-71,-67,24,26,-45,-48,-77,-92,201,748,704,705,731,751,722,747,719,722,154,701,775,772,707,725,767,795,796,814,80,250,284,377,534,759,612,518,314,296,10,63,63,57,66,68,71,62,62,61,70,187,221,320,468,691,541,456,252,235,-1,-60,-59,-71,-64,-70,-50,-6,-2,-12
24700,,,"Greensburg, IN",Micropolitan Statistical Area,24555,24558,24571,24516,24656,24739,24936,25030,25064,25038,25117,25079,13,-55,140,83,197,94,34,-26,79,-38,39,157,165,126,162,82,117,106,117,125,98,380,365,371,398,353,359,341,345,366,59,223,200,245,236,271,242,235,228,241,-26,-193,0,-8,53,35,-65,-132,-36,-165,7,37,36,29,29,28,29,28,27,28,-33,-230,-36,-37,24,7,-94,-160,-63,-193,0,-19,-25,-35,-18,-23,-18,0,-2,2
24700,,18031,"Decatur County, IN",County or equivalent,24555,24558,24571,24516,24656,24739,24936,25030,25064,25038,25117,25079,13,-55,140,83,197,94,34,-26,79,-38,39,157,165,126,162,82,117,106,117,125,98,380,365,371,398,353,359,341,345,366,59,223,200,245,236,271,242,235,228,241,-26,-193,0,-8,53,35,-65,-132,-36,-165,7,37,36,29,29,28,29,28,27,28,-33,-230,-36,-37,24,7,-94,-160,-63,-193,0,-19,-25,-35,-18,-23,-18,0,-2,2
24740,,,"Greenville, MS",Micropolitan Statistical Area,62977,62977,62685,61654,60359,59160,58230,57626,56390,55482,54941,54616,-292,-1031,-1295,-1199,-930,-604,-1236,-908,-541,-325,121,432,352,334,318,290,322,401,362,289,268,1109,1015,993,944,935,943,1011,964,893,147,677,663,659,626,645,621,610,602,604,-406,-1428,-1634,-1548,-1174,-842,-1533,-1334,-918,-606,1,38,37,30,35,38,39,35,34,34,-407,-1466,-1671,-1578,-1209,-880,-1572,-1369,-952,-640,-7,-35,-13,15,-74,-52,-25,25,15,-8
24740,,28151,"Washington County, MS",County or equivalent,62977,62977,62685,61654,60359,59160,58230,57626,56390,55482,54941,54616,-292,-1031,-1295,-1199,-930,-604,-1236,-908,-541,-325,121,432,352,334,318,290,322,401,362,289,268,1109,1015,993,944,935,943,1011,964,893,147,677,663,659,626,645,621,610,602,604,-406,-1428,-1634,-1548,-1174,-842,-1533,-1334,-918,-606,1,38,37,30,35,38,39,35,34,34,-407,-1466,-1671,-1578,-1209,-880,-1572,-1369,-952,-640,-7,-35,-13,15,-74,-52,-25,25,15,-8
24820,,,"Greenville, OH",Micropolitan Statistical Area,53309,53309,53292,53030,52833,52873,52808,52639,52342,52198,51988,51814,-17,-262,-197,40,-65,-169,-297,-144,-210,-174,54,104,66,115,87,144,178,71,133,118,179,644,618,677,701,690,680,664,681,670,125,540,552,562,614,546,502,593,548,552,-73,-317,-216,6,-108,-258,-438,-213,-341,-277,0,9,8,8,8,10,10,9,8,9,-73,-326,-224,-2,-116,-268,-448,-222,-349,-286,2,-49,-47,-81,-44,-55,-37,-2,-2,-15
24820,,39037,"Darke County, OH",County or equivalent,53309,53309,53292,53030,52833,52873,52808,52639,52342,52198,51988,51814,-17,-262,-197,40,-65,-169,-297,-144,-210,-174,54,104,66,115,87,144,178,71,133,118,179,644,618,677,701,690,680,664,681,670,125,540,552,562,614,546,502,593,548,552,-73,-317,-216,6,-108,-258,-438,-213,-341,-277,0,9,8,8,8,10,10,9,8,9,-73,-326,-224,-2,-116,-268,-448,-222,-349,-286,2,-49,-47,-81,-44,-55,-37,-2,-2,-15
24900,,,"Greenwood, MS",Micropolitan Statistical Area,48716,48716,48606,47704,46927,45571,46161,45545,45405,45417,45463,44841,-110,-902,-777,-1356,590,-616,-140,12,46,-622,106,151,196,204,218,130,233,291,323,263,214,685,696,710,697,650,711,759,759,716,108,534,500,506,479,520,478,468,436,453,-212,-1024,-955,-1608,420,-705,-345,-283,-285,-907,5,24,23,15,15,19,20,15,14,15,-217,-1048,-978,-1623,405,-724,-365,-298,-299,-922,-4,-29,-18,48,-48,-41,-28,4,8,22
24900,,28015,"Carroll County, MS",County or equivalent,10769,10769,10773,10659,10488,10437,10384,10261,10266,10327,10373,10278,4,-114,-171,-51,-53,-123,5,61,46,-95,12,10,18,9,6,-23,-3,30,76,29,30,118,105,108,108,96,112,136,147,116,18,108,87,99,102,119,115,106,71,87,-6,-112,-183,-47,-51,-91,13,27,-33,-131,0,6,6,6,5,8,7,6,5,6,-6,-118,-189,-53,-56,-99,6,21,-38,-137,-2,-12,-6,-13,-8,-9,-5,4,3,7
24900,,28083,"Leflore County, MS",County or equivalent,37947,37947,37833,37045,36439,35134,35777,35284,35139,35090,35090,34563,-114,-788,-606,-1305,643,-493,-145,-49,0,-527,94,141,178,195,212,153,236,261,247,234,184,567,591,602,589,554,599,623,612,600,90,426,413,407,377,401,363,362,365,366,-206,-912,-772,-1561,471,-614,-358,-310,-252,-776,5,18,17,9,10,11,13,9,9,9,-211,-930,-789,-1570,461,-625,-371,-319,-261,-785,-2,-17,-12,61,-40,-32,-23,0,5,15
24940,,,"Greenwood, SC",Micropolitan Statistical Area,66271,66272,66293,66594,67055,67368,67370,67756,68205,68438,69087,69671,21,301,461,313,2,386,449,233,649,584,72,287,243,145,147,205,237,319,236,145,224,957,920,819,857,877,925,1030,927,864,152,670,677,674,710,672,688,711,691,719,-54,81,284,270,-87,247,250,-82,420,427,42,198,203,186,186,201,206,190,186,186,-96,-117,81,84,-273,46,44,-272,234,241,3,-67,-66,-102,-58,-66,-38,-4,-7,12
24940,,45047,"Greenwood County, SC",County or equivalent,66271,66272,66293,66594,67055,67368,67370,67756,68205,68438,69087,69671,21,301,461,313,2,386,449,233,649,584,72,287,243,145,147,205,237,319,236,145,224,957,920,819,857,877,925,1030,927,864,152,670,677,674,710,672,688,711,691,719,-54,81,284,270,-87,247,250,-82,420,427,42,198,203,186,186,201,206,190,186,186,-96,-117,81,84,-273,46,44,-272,234,241,3,-67,-66,-102,-58,-66,-38,-4,-7,12
